StudentId,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,House
1050,C,A,A,A,A,A,D,A,A,D,A,A,A,A,F,A,A,A,B,A,A,A,A,C,A,B,A,Hufflepuff
1051,C,A,A,A,A,A,D,A,A,D,A,A,A,A,G,A,A,A,A,D,A,C,A,A,C,A,A,Hufflepuff
1052,C,A,A,A,A,A,D,A,A,D,A,A,G,A,A,E,A,A,A,A,A,A,A,C,A,C,A,Hufflepuff
1053,C,A,A,A,A,A,D,A,A,A,D,A,A,G,A,A,B,A,A,A,A,A,C,A,A,B,A,Hufflepuff
1054,C,A,A,A,A,A,D,A,A,A,A,F,G,A,A,A,A,A,A,A,C,B,A,A,A,B,A,Hufflepuff
1055,C,A,A,A,A,A,D,A,A,A,G,A,E,A,A,A,A,A,C,A,A,A,C,A,A,A,B,Hufflepuff
1056,C,A,A,A,A,A,D,A,A,A,G,A,E,A,A,A,A,A,A,C,A,A,C,A,A,B,A,Hufflepuff
1057,C,A,A,A,A,A,D,A,A,A,G,A,G,A,A,A,A,B,A,A,A,A,A,C,C,A,A,Hufflepuff
1058,C,A,A,A,A,B,A,A,A,D,A,A,A,A,G,A,C,A,A,A,A,C,A,A,B,A,A,Hufflepuff
1059,C,A,A,A,A,B,A,A,A,E,A,A,A,D,A,A,C,A,A,A,A,C,A,A,C,A,A,Hufflepuff
1060,C,A,A,A,A,B,A,A,A,A,A,F,A,A,H,A,A,A,E,A,A,A,B,A,C,A,A,Hufflepuff
1061,C,A,A,A,A,A,A,A,B,A,A,D,F,A,A,A,A,A,B,A,A,C,A,A,A,B,A,Hufflepuff
1062,C,A,A,A,A,A,A,A,B,A,A,E,B,A,A,A,A,A,A,A,E,A,A,C,B,A,A,Hufflepuff
1063,C,A,A,A,A,A,A,A,B,A,D,A,A,A,G,A,B,A,A,A,A,A,A,C,C,A,A,Hufflepuff
1064,C,A,A,A,A,A,A,A,B,A,E,A,G,A,A,A,A,A,B,A,A,A,B,A,A,A,C,Hufflepuff
1065,C,A,A,A,A,A,A,A,B,A,D,A,A,F,A,E,A,A,A,A,A,A,A,B,C,A,A,Hufflepuff
1066,C,A,A,A,A,A,A,A,C,D,A,A,A,C,A,A,A,A,A,A,D,A,C,A,A,B,A,Hufflepuff
1067,C,A,A,A,A,A,A,A,C,D,A,A,A,H,A,A,C,A,A,A,A,A,B,A,C,A,A,Hufflepuff
1068,C,A,A,A,A,A,A,A,C,A,A,F,F,A,A,A,A,A,D,A,A,A,A,B,C,A,A,Hufflepuff
1069,C,A,A,A,A,A,A,A,C,A,G,A,A,A,E,A,A,A,A,A,D,C,A,A,C,A,A,Hufflepuff
1070,C,A,A,A,A,A,A,A,D,D,A,A,A,A,G,A,A,A,A,A,D,A,A,C,A,A,C,Hufflepuff
1071,C,A,A,A,A,A,A,A,D,E,A,A,A,C,A,A,A,A,E,A,A,A,A,C,A,A,C,Hufflepuff
1072,C,A,A,A,A,A,A,A,D,E,A,A,A,A,G,A,A,B,A,A,A,A,A,B,A,A,C,Hufflepuff
1073,C,A,A,A,A,A,A,A,D,A,A,E,B,A,A,A,A,A,A,A,D,A,A,C,C,A,A,Hufflepuff
1074,C,A,A,A,A,A,A,C,A,B,A,A,A,E,A,A,B,A,A,A,A,C,A,A,A,B,A,Hufflepuff
1075,C,A,A,A,A,A,A,C,A,A,A,D,A,A,E,A,A,A,A,B,A,A,B,A,A,B,A,Hufflepuff
1076,C,A,A,A,A,A,A,C,A,A,A,D,D,A,A,A,A,D,A,A,A,A,A,C,C,A,A,Hufflepuff
1077,C,A,A,A,A,A,A,C,A,A,A,E,A,E,A,A,C,A,A,A,A,A,A,C,A,B,A,Hufflepuff
1078,C,A,A,A,A,A,A,C,A,A,A,E,G,A,A,A,A,A,A,C,A,A,A,C,A,A,C,Hufflepuff
1079,C,A,A,A,A,A,A,C,A,A,A,E,A,H,A,A,A,A,C,A,A,A,C,A,B,A,A,Hufflepuff
1080,C,A,A,A,A,A,A,C,A,A,A,E,A,H,A,A,A,A,A,D,A,A,A,C,A,B,A,Hufflepuff
1081,C,A,A,A,A,A,A,C,A,A,E,A,A,C,A,A,A,A,A,A,D,C,A,A,A,A,C,Hufflepuff
1082,C,A,A,A,A,A,A,C,A,A,A,F,G,A,A,D,A,A,A,A,A,A,A,C,A,A,C,Hufflepuff
1083,C,A,A,A,A,A,A,C,A,A,A,F,G,A,A,D,A,A,A,A,A,A,B,A,C,A,A,Hufflepuff
1084,C,A,A,A,A,A,A,C,A,A,A,F,G,A,A,E,A,A,A,A,A,A,A,C,A,A,C,Hufflepuff
1085,C,A,A,A,A,A,A,C,A,A,G,A,B,A,A,A,A,A,C,A,A,A,A,C,A,B,A,Hufflepuff
1086,C,A,A,A,A,A,A,C,A,A,G,A,A,C,A,A,A,A,A,A,E,A,C,A,B,A,A,Hufflepuff
1087,C,A,A,A,A,A,A,C,A,A,G,A,A,A,H,E,A,A,A,A,A,C,A,A,C,A,A,Hufflepuff
1088,C,A,A,A,A,A,A,C,A,A,G,A,A,H,A,A,A,A,A,D,A,A,C,A,A,B,A,Hufflepuff
1089,C,A,A,A,A,A,A,C,A,A,G,A,A,H,A,A,A,A,A,A,E,B,A,A,A,A,B,Hufflepuff
1090,C,A,A,A,D,A,A,A,A,C,A,A,A,H,A,A,A,A,C,A,A,A,C,A,A,A,C,Hufflepuff
1091,C,A,A,A,D,A,A,A,A,A,A,D,A,C,A,A,A,A,A,A,D,A,C,A,A,A,C,Hufflepuff
1092,C,A,A,A,D,A,A,A,A,D,A,A,A,C,A,E,A,A,A,A,A,B,A,A,C,A,A,Hufflepuff
1093,C,A,A,A,D,A,A,A,A,D,A,A,A,E,A,A,A,A,C,A,A,C,A,A,C,A,A,Hufflepuff
1094,C,A,A,A,D,A,A,A,A,D,A,A,G,A,A,A,A,A,A,A,D,A,A,C,C,A,A,Hufflepuff
1095,C,A,A,A,D,A,A,A,A,D,A,A,G,A,A,A,A,A,A,C,A,A,A,B,C,A,A,Hufflepuff
1096,C,A,A,A,D,A,A,A,A,D,A,A,A,A,H,A,A,A,B,A,A,C,A,A,A,A,C,Hufflepuff
1097,C,A,A,A,D,A,A,A,A,D,A,A,A,H,A,A,A,A,E,A,A,A,B,A,C,A,A,Hufflepuff
1098,C,A,A,A,D,A,A,A,A,E,A,A,A,C,A,A,B,A,A,A,A,C,A,A,A,A,C,Hufflepuff
1099,C,A,A,A,D,A,A,A,A,E,A,A,A,C,A,A,E,A,A,A,A,A,A,C,A,A,C,Hufflepuff
1100,C,A,A,A,D,A,A,A,A,A,B,A,A,A,G,A,B,A,A,A,A,A,B,A,C,A,A,Hufflepuff
1101,C,A,A,A,D,A,A,A,A,A,D,A,D,A,A,A,A,C,A,A,A,A,C,A,A,B,A,Hufflepuff
1102,C,A,A,A,D,A,A,A,A,A,D,A,D,A,A,A,A,C,A,A,A,A,B,A,A,A,C,Hufflepuff
1103,C,A,A,A,D,A,A,A,A,A,D,A,A,A,H,A,A,B,A,A,A,A,C,A,C,A,A,Hufflepuff
1104,C,A,A,A,D,A,A,A,A,A,D,A,A,A,H,A,C,A,A,A,A,C,A,A,A,C,A,Hufflepuff
1105,C,A,A,A,D,A,A,A,A,A,E,A,A,H,A,A,A,A,A,A,D,B,A,A,A,B,A,Hufflepuff
1106,C,A,A,A,D,A,A,A,A,A,A,F,A,A,C,A,A,A,A,A,D,A,A,C,C,A,A,Hufflepuff
1107,C,A,A,A,D,A,A,A,A,A,F,A,B,A,A,A,A,A,B,A,A,A,C,A,A,A,B,Hufflepuff
1108,C,A,A,A,D,A,A,A,A,A,G,A,B,A,A,A,B,A,A,A,A,A,B,A,A,B,A,Hufflepuff
1109,C,A,A,A,D,A,A,A,A,A,D,A,A,C,A,A,A,A,A,A,D,A,C,A,A,C,A,Hufflepuff
1110,C,A,A,A,A,A,E,A,A,A,A,D,A,A,D,A,A,B,A,A,A,C,A,A,A,A,C,Hufflepuff
1111,C,A,A,A,A,A,E,A,A,A,A,F,A,A,C,A,A,A,E,A,A,A,C,A,A,C,A,Hufflepuff
1112,C,A,A,A,A,A,E,A,A,A,A,F,A,A,G,A,C,A,A,A,A,B,A,A,B,A,A,Hufflepuff
1113,C,A,A,A,A,C,A,A,A,A,A,D,A,A,G,A,A,A,A,E,A,A,B,A,C,A,A,Hufflepuff
1114,C,A,A,A,A,C,A,A,A,G,A,A,A,A,H,A,A,A,A,C,A,C,A,A,A,A,C,Hufflepuff
1115,C,A,A,A,E,A,A,A,A,A,A,E,A,H,A,A,A,A,A,A,D,C,A,A,A,A,C,Hufflepuff
1116,C,A,A,A,E,A,A,A,A,A,A,F,B,A,A,A,A,B,A,A,A,A,C,A,A,A,C,Hufflepuff
1117,C,A,A,A,A,D,A,A,A,A,E,A,G,A,A,D,A,A,A,A,A,A,B,A,A,A,C,Hufflepuff
1118,C,A,A,A,A,D,A,A,A,A,E,A,A,H,A,A,B,A,A,A,A,C,A,A,A,A,C,Hufflepuff
1119,C,A,A,A,A,D,A,A,A,A,G,A,B,A,A,A,A,B,A,A,A,A,A,C,A,B,A,Hufflepuff
1120,C,A,A,A,A,D,A,A,A,A,G,A,A,A,E,A,A,A,C,A,A,A,A,C,B,A,A,Hufflepuff
1121,C,A,A,A,A,D,A,A,A,A,G,A,A,A,E,A,A,A,A,A,E,A,C,A,B,A,A,Hufflepuff
1122,C,A,A,A,A,D,A,A,A,A,G,A,A,H,A,B,A,A,A,A,A,B,A,A,A,A,C,Hufflepuff
1123,C,A,A,A,A,D,A,A,A,A,G,A,A,H,A,A,E,A,A,A,A,B,A,A,A,A,C,Hufflepuff
1124,C,A,A,A,A,E,A,A,A,A,A,B,G,A,A,A,B,A,A,A,A,A,A,B,C,A,A,Hufflepuff
1125,C,A,A,A,A,E,A,A,A,D,A,A,A,A,C,A,A,D,A,A,A,C,A,A,A,A,C,Hufflepuff
1126,C,A,A,A,A,E,A,A,A,D,A,A,B,A,A,A,A,A,A,A,D,C,A,A,A,C,A,Hufflepuff
1127,C,A,A,A,A,E,A,A,A,D,A,A,C,A,A,A,A,A,A,A,D,A,A,C,B,A,A,Hufflepuff
1128,C,A,A,A,A,E,A,A,A,D,A,A,A,A,G,A,B,A,A,A,A,C,A,A,A,A,C,Hufflepuff
1129,C,A,A,A,A,E,A,A,A,D,A,A,A,A,H,A,A,A,A,A,D,A,A,B,C,A,A,Hufflepuff
1130,C,A,A,A,A,E,A,A,A,E,A,A,B,A,A,A,A,A,A,E,A,C,A,A,A,A,C,Hufflepuff
1131,C,A,A,A,A,E,A,A,A,A,B,A,C,A,A,A,A,A,A,A,D,A,C,A,A,B,A,Hufflepuff
1132,C,A,A,A,A,E,A,A,A,A,D,A,D,A,A,E,A,A,A,A,A,A,A,C,A,B,A,Hufflepuff
1133,C,A,A,A,A,E,A,A,A,A,D,A,G,A,A,A,A,A,B,A,A,C,A,A,A,A,C,Hufflepuff
1134,C,A,A,A,A,E,A,A,A,A,E,A,A,C,A,A,A,A,A,A,D,C,A,A,B,A,A,Hufflepuff
1135,C,A,A,A,A,E,A,A,A,A,A,F,G,A,A,A,A,A,A,E,A,A,A,B,A,A,C,Hufflepuff
1136,C,A,A,A,A,E,A,A,A,G,A,A,A,A,C,E,A,A,A,A,A,A,B,A,C,A,A,Hufflepuff
1137,C,A,A,A,A,E,A,A,A,G,A,A,G,A,A,E,A,A,A,A,A,A,B,A,A,A,C,Hufflepuff
1138,C,A,A,A,A,E,A,A,A,G,A,A,F,A,A,A,A,D,A,A,A,C,A,A,C,A,A,Hufflepuff
1139,C,A,A,A,A,E,A,A,A,A,G,A,A,A,C,A,A,A,B,A,A,A,A,C,C,A,A,Hufflepuff
1140,C,A,A,A,A,E,A,A,A,A,G,A,A,A,C,A,A,A,B,A,A,A,A,C,A,A,C,Hufflepuff
1141,C,A,A,A,A,E,A,A,A,A,G,A,C,A,A,A,A,A,A,C,A,A,A,C,A,A,C,Hufflepuff
1142,C,A,A,A,A,A,A,A,E,A,A,D,A,C,A,A,A,A,A,C,A,A,C,A,A,B,A,Hufflepuff
1143,C,A,A,A,A,A,A,A,E,A,A,D,A,C,A,D,A,A,A,A,A,C,A,A,A,A,C,Hufflepuff
1144,C,A,A,A,A,A,A,A,E,A,A,D,E,A,A,A,A,A,A,E,A,A,A,B,C,A,A,Hufflepuff
1145,C,A,A,A,A,A,A,A,E,A,A,D,A,A,E,E,A,A,A,A,A,A,A,B,A,A,C,Hufflepuff
1146,C,A,A,A,A,A,A,A,E,A,A,D,G,A,A,A,A,A,A,A,D,A,A,C,A,A,C,Hufflepuff
1147,C,A,A,A,A,A,A,A,E,A,A,D,A,A,H,A,A,A,A,A,D,A,A,B,C,A,A,Hufflepuff
1148,C,A,A,A,A,A,A,A,E,A,E,A,A,F,A,A,E,A,A,A,A,A,A,B,A,A,B,Hufflepuff
1149,C,A,A,A,A,A,A,A,E,A,A,F,B,A,A,A,A,A,A,E,A,C,A,A,A,B,A,Hufflepuff
1150,C,A,A,A,A,A,A,A,E,A,A,F,A,C,A,A,A,A,A,B,A,A,A,B,A,B,A,Hufflepuff
1151,C,A,A,A,A,A,A,A,E,A,A,F,G,A,A,A,A,A,A,A,D,A,A,B,A,B,A,Hufflepuff
1152,C,A,A,A,A,A,A,A,E,A,C,A,A,F,A,A,A,A,A,B,A,A,C,A,A,B,A,Hufflepuff
1153,C,A,A,A,A,A,A,A,E,A,D,A,A,C,A,A,A,A,A,C,A,A,A,C,C,A,A,Hufflepuff
1154,C,A,A,A,A,A,A,A,E,A,D,A,A,C,A,E,A,A,A,A,A,C,A,A,A,C,A,Hufflepuff
1155,C,A,A,A,A,A,A,A,E,A,D,A,A,E,A,A,C,A,A,A,A,A,A,B,A,B,A,Hufflepuff
1156,C,A,A,A,A,A,A,A,E,A,D,A,A,E,A,A,A,A,A,C,A,A,C,A,A,B,A,Hufflepuff
1157,C,A,A,A,A,A,A,A,E,A,D,A,A,A,G,A,A,A,B,A,A,B,A,A,A,B,A,Hufflepuff
1158,C,A,A,A,A,A,A,A,E,A,D,A,A,A,G,A,B,A,A,A,A,A,A,B,A,A,C,Hufflepuff
1159,C,A,A,A,A,A,A,A,E,A,D,A,A,A,G,E,A,A,A,A,A,A,A,C,B,A,A,Hufflepuff
1160,C,A,A,A,A,A,A,A,E,A,D,A,A,F,A,C,A,A,A,A,A,A,B,A,C,A,A,Hufflepuff
1161,C,A,A,A,A,A,A,A,E,A,G,A,A,A,C,A,A,A,A,A,D,A,B,A,C,A,A,Hufflepuff
1162,C,A,A,A,A,A,A,D,A,A,A,D,D,A,A,A,A,D,A,A,A,A,A,C,A,A,C,Hufflepuff
1163,C,A,A,A,A,A,A,D,A,A,A,D,A,G,A,A,A,A,A,A,D,A,B,A,A,A,C,Hufflepuff
1164,C,A,A,A,A,A,A,D,A,A,A,E,A,F,A,A,A,A,A,C,A,A,A,B,A,C,A,Hufflepuff
1165,C,A,A,A,A,A,A,D,A,A,A,E,A,F,A,A,A,A,A,E,A,A,A,B,A,C,A,Hufflepuff
1166,C,A,A,A,A,A,A,D,A,A,A,E,A,F,A,A,E,A,A,A,A,A,A,B,A,C,A,Hufflepuff
1167,C,A,A,A,A,A,A,E,A,D,A,A,A,A,B,A,A,A,C,A,A,A,C,A,C,A,A,Hufflepuff
1168,C,A,A,A,A,A,A,E,A,D,A,A,A,A,B,A,A,A,A,B,A,C,A,A,A,A,C,Hufflepuff
1169,C,A,A,A,A,A,A,E,A,D,A,A,A,B,A,A,E,A,A,A,A,C,A,A,A,A,C,Hufflepuff
1170,C,A,A,A,A,A,A,E,A,A,A,E,A,A,G,A,A,A,A,C,A,A,A,C,C,A,A,Hufflepuff
1171,C,A,A,A,A,A,A,E,A,A,E,A,A,F,A,A,A,A,A,C,A,A,A,C,A,A,C,Hufflepuff
1172,C,A,A,A,A,A,A,E,A,A,A,F,A,A,D,A,C,A,A,A,A,A,A,B,A,A,C,Hufflepuff
1173,A,A,C,A,B,A,A,A,A,A,A,E,F,A,A,B,A,A,A,A,A,A,B,A,C,A,A,Hufflepuff
1174,A,A,C,A,A,A,A,B,A,D,A,A,A,A,E,A,A,A,E,A,A,A,C,A,B,A,A,Hufflepuff
1175,A,A,C,A,A,A,A,B,A,A,D,A,E,A,A,A,A,A,A,E,A,A,C,A,A,B,A,Hufflepuff
1176,A,A,C,A,A,A,A,B,A,A,E,A,A,C,A,A,B,A,A,A,A,C,A,A,A,B,A,Hufflepuff
1177,A,A,C,A,A,A,A,B,A,A,E,A,A,C,A,A,A,A,A,A,D,A,B,A,A,A,B,Hufflepuff
1178,A,A,C,A,A,A,B,A,A,A,A,E,A,E,A,A,A,A,C,A,A,A,C,A,A,B,A,Hufflepuff
1179,A,A,C,A,A,A,B,A,A,A,E,A,G,A,A,A,B,A,A,A,A,A,C,A,A,A,B,Hufflepuff
1180,A,A,C,A,A,A,B,A,A,A,A,F,A,A,E,A,A,A,A,A,D,A,C,A,C,A,A,Hufflepuff
1181,A,A,C,A,C,A,A,A,A,B,A,A,A,A,D,A,A,A,A,B,A,C,A,A,A,A,B,Hufflepuff
1182,A,A,C,A,C,A,A,A,A,B,A,A,C,A,A,A,A,A,A,A,D,A,A,B,A,A,C,Hufflepuff
1183,A,A,C,A,C,A,A,A,A,D,A,A,A,A,G,A,A,A,A,A,D,A,A,C,A,A,C,Hufflepuff
1184,A,A,C,A,C,A,A,A,A,E,A,A,A,A,B,E,A,A,A,A,A,A,C,A,B,A,A,Hufflepuff
1185,A,A,C,A,C,A,A,A,A,A,G,A,A,A,E,A,A,A,A,A,D,A,A,C,C,A,A,Hufflepuff
1186,A,A,C,A,C,A,A,A,A,A,G,A,A,C,A,A,B,A,A,A,A,A,C,A,A,B,A,Hufflepuff
1187,A,A,C,A,A,A,C,A,A,A,A,D,A,A,F,A,A,A,A,A,D,C,A,A,A,C,A,Hufflepuff
1188,A,A,C,A,A,A,C,A,A,D,A,A,A,A,C,E,A,A,A,A,A,C,A,A,A,A,C,Hufflepuff
1189,A,A,C,A,A,A,C,A,A,D,A,A,A,C,A,A,A,A,A,A,D,C,A,A,A,A,C,Hufflepuff
1190,A,A,C,A,A,A,C,A,A,D,A,A,A,C,A,A,A,A,E,A,A,A,A,C,A,A,C,Hufflepuff
1191,A,A,C,A,A,A,C,A,A,D,A,A,A,A,G,A,A,A,C,A,A,C,A,A,C,A,A,Hufflepuff
1192,A,A,C,A,A,A,C,A,A,E,A,A,A,C,A,A,A,A,A,A,D,A,B,A,A,A,B,Hufflepuff
1193,A,A,C,A,A,A,C,A,A,E,A,A,A,C,A,A,A,A,A,A,D,A,C,A,A,A,B,Hufflepuff
1194,A,A,C,A,A,A,C,A,A,E,A,A,C,A,A,A,E,A,A,A,A,A,C,A,C,A,A,Hufflepuff
1195,A,A,C,A,A,A,C,A,A,A,E,A,A,C,A,A,D,A,A,A,A,A,A,B,C,A,A,Hufflepuff
1196,A,A,C,A,A,A,C,A,A,A,E,A,A,A,G,A,A,A,A,A,D,A,B,A,A,A,C,Hufflepuff
1197,A,A,C,A,A,A,C,A,A,A,E,A,G,A,A,A,A,A,E,A,A,B,A,A,C,A,A,Hufflepuff
1198,A,A,C,A,A,A,C,A,A,A,A,F,A,B,A,A,B,A,A,A,A,A,A,C,A,A,C,Hufflepuff
1199,A,A,C,A,A,A,C,A,A,A,A,F,A,B,A,A,A,A,A,A,D,A,C,A,A,C,A,Hufflepuff
1200,A,A,C,A,A,A,C,A,A,A,A,F,C,A,A,A,E,A,A,A,A,A,B,A,C,A,A,Hufflepuff
1201,A,A,C,A,A,A,C,A,A,A,A,F,C,A,A,E,A,A,A,A,A,A,A,C,A,A,B,Hufflepuff
1202,A,A,C,A,A,A,C,A,A,A,A,F,A,C,A,A,A,A,E,A,A,B,A,A,A,B,A,Hufflepuff
1203,A,A,C,A,A,A,C,A,A,A,A,F,A,C,A,A,A,B,A,A,A,A,A,C,A,A,B,Hufflepuff
1204,A,A,C,A,A,A,C,A,A,A,A,F,D,A,A,A,A,D,A,A,A,A,B,A,A,B,A,Hufflepuff
1205,A,A,C,A,A,A,C,A,A,A,A,F,E,A,A,A,A,A,E,A,A,A,B,A,A,B,A,Hufflepuff
1206,A,A,C,A,A,A,C,A,A,A,A,F,G,A,A,A,A,B,A,A,A,A,A,C,A,A,C,Hufflepuff
1207,A,A,C,A,A,A,C,A,A,E,A,A,D,A,A,A,A,A,A,D,A,A,A,C,A,C,A,Hufflepuff
1208,A,A,C,A,A,A,C,A,A,E,A,A,G,A,A,A,A,A,A,C,A,A,B,A,C,A,A,Hufflepuff
1209,A,A,C,A,A,A,C,A,A,G,A,A,A,G,A,A,A,A,E,A,A,A,A,B,A,B,A,Hufflepuff
1210,A,A,C,A,A,A,C,A,A,A,G,A,A,A,E,A,A,D,A,A,A,A,C,A,A,B,A,Hufflepuff
1211,A,A,C,A,A,A,C,A,A,A,G,A,E,A,A,E,A,A,A,A,A,A,B,A,A,C,A,Hufflepuff
1212,A,A,C,A,A,A,D,A,A,A,A,B,A,F,A,A,A,A,A,A,D,B,A,A,C,A,A,Hufflepuff
1213,A,A,C,A,A,A,D,A,A,B,A,A,A,A,G,E,A,A,A,A,A,A,B,A,A,A,C,Hufflepuff
1214,A,A,C,A,A,A,D,A,A,A,A,D,A,A,C,A,A,A,E,A,A,A,B,A,C,A,A,Hufflepuff
1215,A,A,C,A,A,A,D,A,A,A,A,D,G,A,A,E,A,A,A,A,A,A,B,A,C,A,A,Hufflepuff
1216,A,A,C,A,A,A,D,A,A,D,A,A,A,E,A,A,E,A,A,A,A,C,A,A,A,A,C,Hufflepuff
1217,A,A,C,A,A,A,D,A,A,E,A,A,A,A,E,A,A,A,A,A,D,A,A,C,A,B,A,Hufflepuff
1218,A,A,C,A,A,A,D,A,A,E,A,A,A,A,H,A,A,A,A,A,D,A,A,C,A,B,A,Hufflepuff
1219,A,A,C,A,A,A,D,A,A,A,A,F,A,A,G,A,A,A,A,E,A,A,A,C,A,A,C,Hufflepuff
1220,A,A,C,A,A,A,D,A,A,A,A,F,A,A,H,A,A,B,A,A,A,A,C,A,A,A,C,Hufflepuff
1221,A,A,C,A,A,A,D,A,A,A,A,F,A,G,A,A,A,A,E,A,A,C,A,A,A,A,C,Hufflepuff
1222,A,A,C,A,A,B,A,A,A,B,A,A,G,A,A,A,A,A,A,A,E,A,A,C,A,C,A,Hufflepuff
1223,A,A,C,A,A,B,A,A,A,D,A,A,A,A,B,E,A,A,A,A,A,A,C,A,A,B,A,Hufflepuff
1224,A,A,C,A,A,B,A,A,A,D,A,A,B,A,A,A,A,A,E,A,A,A,C,A,C,A,A,Hufflepuff
1225,A,A,C,A,A,B,A,A,A,A,B,A,A,A,G,A,C,A,A,A,A,A,A,C,A,C,A,Hufflepuff
1226,A,A,C,A,A,B,A,A,A,A,B,A,A,E,A,A,A,A,C,A,A,A,A,C,A,A,C,Hufflepuff
1227,A,A,C,A,A,B,A,A,A,A,E,A,A,A,E,A,B,A,A,A,A,A,C,A,A,A,C,Hufflepuff
1228,A,A,C,A,A,A,A,A,B,A,A,B,A,H,A,A,B,A,A,A,A,A,B,A,A,A,B,Hufflepuff
1229,A,A,C,A,A,A,A,A,B,A,A,C,D,A,A,B,A,A,A,A,A,C,A,A,A,B,A,Hufflepuff
1230,A,A,C,A,A,A,A,A,B,A,A,D,E,A,A,E,A,A,A,A,A,A,A,C,C,A,A,Hufflepuff
1231,A,A,C,A,A,A,A,A,B,A,A,F,A,A,C,A,A,D,A,A,A,A,A,C,A,A,C,Hufflepuff
1232,A,A,C,A,A,A,A,A,C,C,A,A,A,A,G,A,C,A,A,A,A,A,C,A,A,A,B,Hufflepuff
1233,A,A,C,A,A,A,A,A,D,B,A,A,A,G,A,A,A,A,C,A,A,A,C,A,C,A,A,Hufflepuff
1234,A,A,C,A,A,A,A,A,D,A,A,D,A,A,E,E,A,A,A,A,A,C,A,A,A,A,C,Hufflepuff
1235,A,A,C,A,A,A,A,A,D,A,A,D,A,C,A,A,A,A,A,A,D,A,A,C,A,A,C,Hufflepuff
1236,A,A,C,A,A,A,A,A,D,D,A,A,A,A,G,A,A,A,A,C,A,C,A,A,A,A,C,Hufflepuff
1237,A,A,C,A,A,A,A,A,D,D,A,A,A,A,G,E,A,A,A,A,A,C,A,A,A,A,C,Hufflepuff
1238,A,A,C,A,A,A,A,A,D,E,A,A,A,A,C,A,C,A,A,A,A,A,A,B,A,B,A,Hufflepuff
1239,A,A,C,A,A,A,A,A,D,E,A,A,G,A,A,A,A,A,A,A,D,B,A,A,A,A,C,Hufflepuff
1240,A,A,C,A,A,A,A,A,D,A,B,A,A,A,H,A,A,A,E,A,A,A,C,A,A,A,C,Hufflepuff
1241,A,A,C,A,A,A,A,A,D,A,D,A,A,G,A,E,A,A,A,A,A,A,C,A,C,A,A,Hufflepuff
1242,A,A,C,A,A,A,A,A,D,A,A,F,A,A,C,A,A,A,A,A,D,A,B,A,A,B,A,Hufflepuff
1243,A,A,C,A,A,A,A,A,D,A,A,F,A,A,C,A,A,A,A,A,E,A,A,B,A,B,A,Hufflepuff
1244,A,A,C,A,A,A,A,A,D,F,A,A,F,A,A,A,B,A,A,A,A,B,A,A,A,B,A,Hufflepuff
1245,A,A,C,A,A,A,A,A,D,G,A,A,A,A,C,A,A,A,A,A,E,C,A,A,A,A,B,Hufflepuff
1246,A,A,C,A,A,A,A,A,D,A,G,A,A,A,C,A,E,A,A,A,A,C,A,A,A,C,A,Hufflepuff
1247,A,A,C,A,A,A,A,A,D,A,G,A,A,C,A,A,A,A,A,A,D,C,A,A,A,B,A,Hufflepuff
1248,A,A,C,A,A,A,A,C,A,A,A,D,G,A,A,A,A,A,A,D,A,A,C,A,B,A,A,Hufflepuff
1249,A,A,C,A,A,A,A,C,A,D,A,A,A,A,C,A,A,A,E,A,A,A,C,A,A,A,C,Hufflepuff
1250,A,A,C,A,A,A,A,C,A,E,A,A,A,A,B,A,C,A,A,A,A,A,A,C,A,A,C,Hufflepuff
1251,A,A,C,A,A,A,A,C,A,A,A,F,A,A,G,A,A,A,A,A,B,A,A,C,A,A,C,Hufflepuff
1252,A,A,C,A,A,A,A,C,A,A,A,F,A,H,A,E,A,A,A,A,A,A,B,A,A,C,A,Hufflepuff
1253,A,A,C,A,A,A,A,C,A,F,A,A,A,A,C,A,D,A,A,A,A,A,A,B,A,B,A,Hufflepuff
1254,A,A,C,A,A,A,A,C,A,A,G,A,C,A,A,E,A,A,A,A,A,A,A,C,A,A,C,Hufflepuff
1255,A,A,C,A,A,A,A,C,A,A,G,A,A,A,E,A,A,B,A,A,A,C,A,A,A,B,A,Hufflepuff
1256,A,A,C,A,A,A,A,C,A,A,G,A,A,C,A,A,A,A,A,A,D,A,A,C,B,A,A,Hufflepuff
1257,A,A,C,A,A,A,A,C,A,A,G,A,G,A,A,E,A,A,A,A,A,C,A,A,A,B,A,Hufflepuff
1258,A,A,C,A,A,A,A,C,A,A,G,A,A,A,H,A,A,A,E,A,A,A,A,C,A,A,C,Hufflepuff
1259,A,A,C,A,D,A,A,A,A,D,A,A,A,A,G,A,A,D,A,A,A,B,A,A,A,B,A,Hufflepuff
1260,A,A,C,A,D,A,A,A,A,D,A,A,G,A,A,A,A,A,A,A,D,C,A,A,A,A,C,Hufflepuff
1261,A,A,C,A,D,A,A,A,A,D,A,A,G,A,A,A,E,A,A,A,A,A,C,A,A,B,A,Hufflepuff
1262,A,A,C,A,D,A,A,A,A,E,A,A,B,A,A,E,A,A,A,A,A,A,A,C,A,B,A,Hufflepuff
1263,A,A,C,A,D,A,A,A,A,E,A,A,C,A,A,A,A,A,E,A,A,A,A,B,A,A,B,Hufflepuff
